School,Private,Apps,Accept,Enroll,Top10perc,Top25perc,F.Undergrad,P.Undergrad,Outstate,Room.Board,Books,Personal,PhD,Terminal,S.F.Ratio,perc.alumni,Expend,Grad.Rate,Apps_trans,Accept_trans,Enroll_trans,Top10perc_trans,F.Undergrad_trans,P.Undergrad_trans,Outstate_trans,Books_trans,Personal_trans,PhD_trans,Terminal_trans,S.F.Ratio_trans,perc.alumni_trans,Expend_trans,Accept_Rate,Outstate_Tier,Outstate_Tier_ordinal,Private_binary,Apps_trans_scaled,Accept_trans_scaled,Enroll_trans_scaled,Top10perc_trans_scaled,F.Undergrad_trans_scaled,P.Undergrad_trans_scaled,Outstate_trans_scaled,Books_trans_scaled,Personal_trans_scaled,PhD_trans_scaled,Terminal_trans_scaled,S.F.Ratio_trans_scaled,perc.alumni_trans_scaled,Expend_trans_scaled,Accept_Rate_scaled,Outstate_Tier_ordinal_scaled,Private_binary_scaled
Alfred University,Yes,1732,1425,472,37,75,1830,110,16548,5406,500,600,82.0,88,11.3,31,10932,73,0.06748238366850187,0.18775308776651253,0.0560184640133662,0.7226458157909567,-0.012674055439693759,-0.6681269626758217,1.4088462913452764,-0.22919460362735344,-1.4016057555673218,0.5551832097645348,0.5124477851823425,-0.6789541283407586,3.4657359027997265,0.6391260070100192,0.8227482678983834,High,2,1,0.06748238366850247,0.18775308776651364,0.05601846401336494,0.7226458157909568,-0.01267405543969321,-0.6681269626758215,1.4088462913452762,-0.2291946036273518,-1.4016057555673225,0.5551832097645348,0.5124477851823425,-0.6789541283407581,0.7487430981377603,0.6391260070099789,0.5157537502634537,1.4151256580548508,0.6125530498969481
Allegheny College,Yes,2652,1900,484,44,77,1707,44,17080,4440,400,600,73.0,91,9.9,41,11711,76,0.4590003826812989,0.47348271760566063,0.08273597263125328,1.0296888476949615,-0.08489100248516804,-1.1623087972167594,1.5045123674303469,-1.0385747644412713,-1.4016057555673218,-0.09172176908837011,0.7816568116943878,-1.0739217798372562,3.7376696182833684,0.7928286551963839,0.7164404223227753,High,2,1,0.4590003826812995,0.47348271760566174,0.08273597263125201,1.0296888476949617,-0.08489100248516748,-1.1623087972167592,1.5045123674303467,-1.0385747644412697,-1.4016057555673225,-0.09172176908837017,0.7816568116943878,-1.0739217798372556,1.1929497028195202,0.7928286551963436,-0.20738347780626848,1.4151256580548508,0.6125530498969481
Allentown Coll. of St. Francis de Sales,Yes,1179,780,290,38,64,1130,638,9690,4785,600,1000,60.0,84,13.3,21,7940,74,-0.2965422603965576,-0.429540230486823,-0.4832456482685783,0.7690207208177235,-0.53640557904833,0.4148380667121811,-0.061289944401662744,0.44960143907769445,-0.3812772018018639,-0.8944658348300512,0.17590711389826053,-0.14633148248231995,3.091042453358316,-0.1552298965786931,0.6615776081424937,Medium,1,1,-0.296542260396557,-0.429540230486822,-0.4832456482685796,0.7690207208177237,-0.5364055790483294,0.4148380667121813,-0.061289944401663035,0.44960143907769606,-0.38127720180186453,-0.8944658348300512,0.17590711389826055,-0.14633148248231936,0.13667737956055104,-0.1552298965787334,-0.5805764736347528,0.001818927581047415,0.6125530498969481
Alma College,Yes,1267,1080,385,44,73,1306,28,12572,4552,400,400,79.0,87,15.3,32,9305,68,-0.22763264605805184,-0.09300759355290635,-0.1646439174336218,1.0296888476949615,-0.37330691285425166,-1.3900837948934839,0.6203160478629941,-1.0385747644412713,-2.1844360203854483,0.33126661926272183,0.4259346495311623,0.35589122750062535,3.4965075614664802,0.2560513072365703,0.8524072612470402,Medium,1,1,-0.22763264605805122,-0.09300759355290528,-0.16464391743362305,1.0296888476949617,-0.3733069128542511,-1.3900837948934837,0.6203160478629938,-1.0385747644412697,-2.1844360203854487,0.3312666192627218,0.42593464953116233,0.35589122750062596,0.7990089285165864,0.25605130723653,0.7175029449852314,0.001818927581047415,0.6125530498969481
Alverno College,Yes,494,313,157,23,46,1317,1235,8352,3640,650,2449,36.0,69,11.1,26,8127,55,-1.1584349762053043,-1.4152705393648957,-1.2225555814184765,-0.05311907203067916,-0.3640139109490829,0.8728931154724844,-0.4238386292670067,0.7526774068770612,1.503697003629093,-1.9668257993943357,-0.8700943318940553,-0.7341609556836688,3.295836866004329,-0.09264109665666513,0.6336032388663968,Medium,1,1,-1.1584349762053037,-1.4152705393648948,-1.2225555814184779,-0.05311907203067917,-0.36401391094908236,0.8728931154724846,-0.423838629267007,0.7526774068770629,1.5036970036290924,-1.9668257993943357,-0.8700943318940553,-0.7341609556836682,0.47121122188858366,-0.09264109665670543,-0.7708663600093951,0.001818927581047415,0.6125530498969481
American International College,Yes,1420,1093,220,9,22,1018,287,8700,4780,450,1400,78.0,84,14.7,19,7355,69,-0.11923450915941824,-0.08077771585910468,-0.8074776557980349,-1.3330274833513367,-0.6572622589402509,-0.10067963175366583,-0.3260722857638828,-0.6142542982610626,0.3122051961280074,0.25846780349494175,0.17590711389826053,0.20805976907672294,2.995732273553991,-0.3666623052432121,0.7697183098591549,Medium,1,1,-0.11923450915941765,-0.08077771585910361,-0.8074776557980361,-1.333027483351337,-0.6572622589402504,-0.1006796317536656,-0.3260722857638831,-0.6142542982610609,0.3122051961280068,0.2584678034949417,0.17590711389826055,0.20805976907672352,-0.019012808716357025,-0.3666623052432524,0.15502838090331927,0.001818927581047415,0.6125530498969481
Amherst College,Yes,4302,992,418,83,96,1593,5,19760,5300,660,1598,75.0,98,8.4,63,21424,100,0.8890995965125371,-0.18017304900606698,-0.07474233713305252,2.278086036664828,-0.1577279058501952,-2.1706909080364514,1.958821970010619,0.8108421981673638,0.5896109061165148,0.045592781487855547,1.467641878959388,-1.5221214688076337,4.1588830833596715,1.921528660450018,0.23059042305904232,High,2,1,0.8890995965125377,-0.18017304900606593,-0.07474233713305378,2.2780860366648286,-0.15772790585019464,-2.170690908036451,1.9588219700106189,0.8108421981673655,0.5896109061165141,0.04559278148785549,1.467641878959388,-1.522121468807633,1.8810063596964015,1.9215286604499775,-3.512278049067009,1.4151256580548508,0.6125530498969481
Anderson University,Yes,1216,908,423,19,40,1819,281,10100,3520,550,1100,48.0,61,12.1,14,7994,59,-0.26691812656526676,-0.2714591139868035,-0.061837141800542464,-0.33923404372499033,-0.01888830444719609,-0.11376894624033493,0.04316040253595542,0.12366360034857365,-0.18659120676503163,-1.4971529459749755,-1.2983753500580535,-0.4618260387652622,2.70805020110221,-0.1369244031402111,0.7467105263157895,Medium,1,1,-0.26691812656526615,-0.2714591139868025,-0.06183714180054373,-0.3392340437249904,-0.018888304447195543,-0.11376894624033469,0.04316040253595513,0.12366360034857528,-0.18659120676503227,-1.4971529459749755,-1.2983753500580535,-0.46182603876526157,-0.488944521318963,-0.1369244031402514,-0.0014773287692968597,0.001818927581047415,0.6125530498969481
Andrews University,Yes,1130,704,322,14,23,1586,326,9996,3090,900,1320,62.0,66,11.5,18,10908,46,-0.3373470674162878,-0.5371343557435256,-0.3639418038791888,-0.768473675269448,-0.16240619603243528,-0.02115914000686885,0.016933326759192444,2.017544989660185,0.18968183155468982,-0.7811031790800594,-1.0407110988557453,-0.6241261617099947,2.9444389791664403,0.6341232956603393,0.6230088495575221,Medium,1,1,-0.33734706741628717,-0.5371343557435246,-0.36394180387919006,-0.7684736752694481,-0.16240619603243472,-0.02115914000686861,0.016933326759192152,2.0175449896601867,0.18968183155468918,-0.7811031790800594,-1.0407110988557453,-0.6241261617099941,-0.10280094841912382,0.634123295660299,-0.8429325116318768,0.001818927581047415,0.6125530498969481
Angelo State University,No,3540,2001,1016,24,54,4190,1512,5130,3592,500,2000,60.0,62,23.1,5,4010,34,0.7175926868986037,0.5243231695301855,0.8272088606261128,0.012544204192919125,0.7676884667409247,1.0193220410253423,-1.4912463226655415,-0.22919460362735344,1.0664517666868942,-0.8944658348300512,-1.2494530951634284,2.1082507547381426,1.791759469228055,-2.3924526873218332,0.5652542372881356,Low,0,0,0.7175926868986042,0.5243231695301868,0.8272088606261115,0.012544204192919118,0.7676884667409253,1.0193220410253425,-1.4912463226655417,-0.2291946036273518,1.0664517666868936,-0.8944658348300512,-1.2494530951634284,2.108250754738143,-1.9857151375821298,-2.3924526873218737,-1.2357963684675608,-1.4114878028927562,-1.6325116659989423
Antioch University,Yes,713,661,252,25,44,712,23,15476,3336,400,1100,69.0,82,11.3,35,42926,48,-0.7881977335472874,-0.6036607498434869,-0.6463731770087826,0.07620224590010746,-1.0927946780790592,-1.4860814376784817,1.209754325500277,-1.0385747644412713,-0.18659120676503163,-0.3553022448597683,0.01703484187169807,-0.6789541283407586,3.58351893845611,2.8359956859131485,0.9270687237026648,High,2,1,-0.7881977335472868,-0.6036607498434859,-0.6463731770087838,0.07620224590010746,-1.0927946780790587,-1.4860814376784814,1.2097543255002767,-1.0385747644412697,-0.18659120676503227,-0.35530224485976836,0.017034841871698108,-0.6789541283407581,0.9411429344911897,2.835995685913108,1.2253721686672496,1.4151256580548508,0.6125530498969481
Appalachian State University,No,7313,4664,1910,20,63,9940,1035,6806,2540,96,2000,83.0,96,18.3,14,5854,70,1.3437272780440994,1.3296974152615386,1.3975044655623585,-0.2637884142137961,1.4439439767799105,0.7474276315958309,-0.8939510962294311,-5.699556162348107,1.0664517666868942,0.6316618234008086,1.2632379969775114,1.0636508731902279,2.70805020110221,-1.0519687050520365,0.6377683577191303,Low,0,0,1.3437272780441,1.32969741526154,1.3975044655623572,-0.2637884142137962,1.443943976779911,0.7474276315958311,-0.8939510962294315,-5.699556162348105,1.0664517666868936,0.6316618234008086,1.2632379969775114,1.0636508731902286,-0.488944521318963,-1.051968705052077,-0.7425339967163727,-1.4114878028927562,-1.6325116659989423
Aquinas College,Yes,619,516,219,20,51,1251,767,11208,4124,350,1615,55.0,65,12.7,25,6584,65,-0.9296724983030672,-0.8678947238934362,-0.8129407340921354,-0.2637884142137961,-0.42124755421151777,0.5395560299649554,0.31216472861049205,-1.5119094047906834,0.6119203357070329,-1.1617342104568764,-1.094880026424442,-0.3026284436876273,3.258096538021482,-0.6885530095696392,0.8336025848142165,Medium,1,1,-0.9296724983030666,-0.8678947238934352,-0.8129407340921366,-0.2637884142137962,-0.4212475542115172,0.5395560299649557,0.31216472861049177,-1.5119094047906818,0.6119203357070322,-1.1617342104568764,-1.094880026424442,-0.3026284436876267,0.4095619963667674,-0.6885530095696795,0.5895880059066398,0.001818927581047415,0.6125530498969481
Arizona State University Main campus,No,12809,10308,3761,24,49,22593,7585,7434,4850,700,2100,88.0,93,18.9,5,4602,48,1.8053048750382368,2.042849173040285,1.951231492568147,0.012544204192919125,1.9783596156465564,2.2971153370827166,-0.6952928841954168,1.0360807079976635,1.171185067075423,1.0278491213014884,0.9692990979140862,1.1996123641074883,1.791759469228055,-1.8724588424063087,0.8047466625029276,Medium,1,0,1.8053048750382374,2.0428491730402865,1.9512314925681458,0.012544204192919118,1.9783596156465568,2.297115337082717,-0.6952928841954171,1.036080707997665,1.1711850670754222,1.0278491213014884,0.9692990979140862,1.199612364107489,-1.9857151375821298,-1.872458842406349,0.39330153654403927,0.001818927581047415,-1.6325116659989423
Arkansas College (Lyon College),Yes,708,334,166,46,74,530,182,8644,3922,500,800,79.0,88,12.6,24,14579,54,-0.7952056021137316,-1.3430919312478038,-1.152486504944858,1.1106782881401163,-1.4790166841604395,-0.37689610893187386,-0.34162914293415475,-0.22919460362735344,-0.831740799103585,0.33126661926272183,0.5124477851823425,-0.32895477682173246,3.2188758248682006,1.2454681517793542,0.4717514124293785,Medium,1,1,-0.795205602113731,-1.343091931247803,-1.1524865049448594,1.1106782881401165,-1.479016684160439,-0.37689610893187364,-0.34162914293415503,-0.2291946036273518,-0.8317407991035857,0.3312666192627218,0.5124477851823425,-0.32895477682173185,0.34549454598816776,1.2454681517793138,-1.871830079986632,0.001818927581047415,0.6125530498969481
Arkansas Tech University,No,1734,1729,951,12,52,3602,939,3460,2650,450,1000,57.0,60,19.6,5,4739,48,0.06855942366930086,0.3804377941118196,0.7642184538077845,-0.972731667786928,0.6355953858538824,0.6792289379186931,-2.2324617327877823,-0.6142542982610626,-0.3812772018018639,-1.057594035693021,-1.3460179845367914,1.3561294433902287,1.791759469228055,-1.766610175309192,0.9971164936562861,Low,0,0,0.06855942366930146,0.3804377941118207,0.7642184538077833,-0.9727316677869281,0.635595385853883,0.6792289379186933,-2.2324617327877827,-0.6142542982610609,-0.38127720180186453,-1.057594035693021,-1.3460179845367914,1.3561294433902293,-1.9857151375821298,-1.7666101753092325,1.7018576991796808,-1.4114878028927562,-1.6325116659989423
Assumption College,Yes,2135,1700,491,23,59,1708,689,12000,5920,500,500,93.0,93,13.8,30,7100,88,0.26123962574723714,0.3636855712102511,0.09797073495954733,-0.05311907203067916,-0.0842785406361863,0.4666461901064971,0.49390607097335004,-0.22919460362735344,-1.7565250578392297,1.4470191871641125,0.9692990979140862,-0.0181691230182655,3.4339872044851463,-0.4671388486143455,0.7962529274004684,Medium,1,1,0.26123962574723775,0.3636855712102522,0.09797073495954607,-0.05311907203067917,-0.08427854063618574,0.4666461901064973,0.49390607097334976,-0.2291946036273518,-1.7565250578392304,1.4470191871641125,0.9692990979140862,-0.018169123018264913,0.696881263144984,-0.4671388486143858,0.3355246525831801,0.001818927581047415,0.6125530498969481
Auburn University-Main Campus,No,7548,6791,3070,25,57,16262,1716,6300,3933,600,1908,85.0,91,16.7,18,6642,69,1.370278593404718,1.6724482597493222,1.7913283745168003,0.07620224590010746,1.7758025973961928,1.1124020592964763,-1.0629709897256059,0.44960143907769445,0.9657230697442368,0.7873781516832565,0.7816568116943878,0.6923240937679691,2.9444389791664403,-0.66234776402534,0.8997085320614733,Low,0,0,1.3702785934047186,1.6724482597493235,1.791328374516799,0.07620224590010746,1.7758025973961933,1.1124020592964765,-1.062970989725606,0.44960143907769606,0.9657230697442362,0.7873781516832565,0.7816568116943878,0.6923240937679697,-0.10280094841912382,-0.6623477640253803,1.0392600991794334,-1.4114878028927562,-1.6325116659989423
Augsburg College,Yes,662,513,257,12,30,2074,726,11902,4372,540,950,65.0,65,12.8,31,7836,58,-0.8622838786335933,-0.8741708878669021,-0.6233421923170515,-0.972731667786928,0.114497934841232,0.502111266263199,0.4718535875829905,0.055394205642346685,-0.48548409270739684,-0.6041457749675595,-1.094880026424442,-0.2763826353397781,3.4657359027997265,-0.19103172876789817,0.7749244712990937,Medium,1,1,-0.8622838786335928,-0.8741708878669011,-0.6233421923170527,-0.9727316677869281,0.11449793484123255,0.5021112662631992,0.47185358758299023,0.055394205642348315,-0.48548409270739745,-0.6041457749675595,-1.094880026424442,-0.27638263533977747,0.7487430981377603,-0.19103172876793847,0.19044222201896147,0.001818927581047415,0.6125530498969481
Augustana College IL,Yes,1879,1658,497,36,69,1950,38,13353,4173,540,821,78.0,83,12.7,40,9220,71,0.1432863527713615,0.3388740939764008,0.1108310431196041,0.6753287453312369,0.05229420487314885,-1.2373062479710122,0.7869534898148401,0.055394205642346685,-0.7798144879119726,0.25846780349494175,0.09569733284866454,-0.3026284436876273,3.713572066704308,0.23321172569719242,0.8823842469398616,High,2,1,0.14328635277136212,0.3388740939764019,0.11083104311960283,0.675328745331237,0.0522942048731494,-1.237306247971012,0.7869534898148398,0.055394205642348315,-0.7798144879119733,0.2584678034949417,0.09569733284866458,-0.3026284436876267,1.1535860970634626,0.23321172569715212,0.9214152171455692,1.4151256580548508,0.6125530498969481
Augustana College,Yes,761,725,306,21,58,1337,300,10990,3244,600,1021,66.0,70,10.4,30,6871,69,-0.7234886416365377,-0.5062068793682892,-0.4217941796662328,-0.19109950858549485,-0.34735750747073335,-0.0731450638483326,0.26066610660468426,0.44960143907769445,-0.3389427464052033,-0.5433168502400174,-0.8104772611976783,-0.930509623619824,3.4339872044851463,-0.5622343980249315,0.9526938239159002,Medium,1,1,-0.7234886416365371,-0.5062068793682882,-0.42179417966623406,-0.19109950858549488,-0.3473575074707328,-0.07314506384833236,0.260666106604684,0.44960143907769606,-0.3389427464052039,-0.5433168502400174,-0.8104772611976783,-0.9305096236198235,0.696881263144984,-0.5622343980249718,1.3996816360153455,0.001818927581047415,0.6125530498969481
Austin College,Yes,948,798,295,42,74,1120,15,11280,4342,400,1150,81.0,95,13.0,33,11361,71,-0.5075090324304669,-0.4056989336412542,-0.46363023437733797,0.9459121453121648,-0.5465906523231705,-1.6883580068917188,0.32902876832268085,-1.0385747644412713,-0.09532026042061388,0.47962441223420943,1.1635803366973685,-0.22412911897517096,3.5263605246161616,0.725783250764518,0.8417721518987342,Medium,1,1,-0.5075090324304663,-0.4056989336412532,-0.46363023437733925,0.9459121453121649,-0.54659065232317,-1.6883580068917186,0.3290287683226806,-1.0385747644412697,-0.0953202604206145,0.4796244122342094,1.1635803366973685,-0.22412911897517038,0.8477740600370556,0.7257832507644777,0.6451598036797981,0.001818927581047415,0.6125530498969481
Averett College,Yes,627,556,172,16,40,777,538,9925,4135,750,1350,59.0,67,22.4,11,6523,48,-0.9167620943759426,-0.7877554128753496,-1.108165119052506,-0.5849046607537626,-0.9832004951644472,0.3013831459239031,-0.001074826464552071,1.302364976162053,0.23641393778204187,-0.9497641272340495,-0.9851988400469104,1.9615837552373678,2.4849066497880004,-0.7165006291979141,0.886762360446571,Medium,1,1,-0.916762094375942,-0.7877554128753486,-1.1081651190525073,-0.5849046607537627,-0.9832004951644466,0.3013831459239033,-0.0010748264645523637,1.3023649761620546,0.23641393778204123,-0.9497641272340495,-0.9851988400469104,1.9615837552373685,-0.8534518760234878,-0.7165006291979544,0.9511964327113076,0.001818927581047415,0.6125530498969481
Baker University,Yes,602,483,206,21,47,958,466,8620,4100,400,2250,58.0,68,11.0,21,6136,65,-0.9577117377063573,-0.9391798758815922,-0.8866943420025749,-0.19109950858549485,-0.7288823297174307,0.2072411880542442,-0.3483166376790663,-1.0385747644412713,1.319933419839818,-1.0041402352396067,-0.9283307329438812,-0.7619093999483375,3.091042453358316,-0.9036897818932236,0.8023255813953488,Medium,1,1,-0.9577117377063568,-0.9391798758815912,-0.8866943420025761,-0.19109950858549488,-0.7288823297174302,0.20724118805424446,-0.34831663767906657,-1.0385747644412697,1.3199334198398174,-1.0041402352396067,-0.9283307329438812,-0.761909399948337,0.13667737956055104,-0.9036897818932639,0.3768326308712091,0.001818927581047415,0.6125530498969481
Baldwin-Wallace College,Yes,1690,1366,662,30,61,2718,1460,10995,4410,1000,1000,68.0,74,17.6,20,8086,85,0.044551139273641086,0.14527370727206237,0.4075134559833517,0.36877700770497285,0.37764147047824187,0.9937885450977623,0.2618547522692284,2.4385556137203848,-0.3812772018018639,-0.4188949777661247,-0.5579571392876599,0.9028169700855416,3.044522437723423,-0.10617250445471184,0.808284023668639,Medium,1,1,0.04455113927364169,0.14527370727206348,0.4075134559833504,0.3687770077049729,0.3776414704782424,0.9937885450977625,0.2618547522692281,2.4385556137203865,-0.38127720180186453,-0.4188949777661248,-0.5579571392876599,0.9028169700855422,0.060686441260878146,-0.10617250445475214,0.4173637074421859,0.001818927581047415,0.6125530498969481
